id_registro,nivel_analisis,fuente_origen,pais,departamento,municipio,anio,latitud,longitud,area_perdida_bosque_ha,emisiones_co2_mg,driver_dominante,area_transformada_ha,clase_transformacion_dominante,num_focos_calor,frp_promedio,confianza_promedio_focos,porcentaje_area_forestal,area_forestal_ha,deforestacion_anual_ha_owid
9,Global,FAO_SDG,Afghanistan,,,2010,,,,,,,,,,,1.85,1209.44,
10,Global,FAO_SDG,Afghanistan,,,2010,,,,,,,,,,,1.85,1209.44,
11,Global,FAO_SDG,Afghanistan,,,2010,,,,,,,,,,,1.85,1209.44,
12,Global,FAO_SDG,Afghanistan,,,2010,,,,,,,,,,,1.85,1209.44,
13,Global,FAO_SDG,Afghanistan,,,2015,,,,,,,,,,,1.85,1209.44,
14,Global,FAO_SDG,Afghanistan,,,2015,,,,,,,,,,,1.85,1209.44,
15,Global,FAO_SDG,Afghanistan,,,2015,,,,,,,,,,,1.85,1209.44,
16,Global,FAO_SDG,Afghanistan,,,2015,,,,,,,,,,,1.85,1209.44,
17,Global,FAO_SDG,Afghanistan,,,2020,,,,,,,,,,,1.85,1209.44,
18,Global,FAO_SDG,Afghanistan,,,2020,,,,,,,,,,,1.85,1209.44,
19,Global,FAO_SDG,Afghanistan,,,2020,,,,,,,,,,,1.85,1209.44,
20,Global,FAO_SDG,Afghanistan,,,2020,,,,,,,,,,,1.85,1209.44,
33,Global,FAO_SDG+OWID,Africa,,,2010,,,,,,,,,,,23.83,712895.24,4054850.0
34,Global,FAO_SDG+OWID,Africa,,,2010,,,,,,,,,,,23.83,712895.24,4054850.0
35,Global,FAO_SDG+OWID,Africa,,,2010,,,,,,,,,,,23.83,712895.24,4054850.0
36,Global,FAO_SDG+OWID,Africa,,,2010,,,,,,,,,,,23.83,712895.24,4054850.0
37,Global,FAO_SDG+OWID,Africa,,,2015,,,,,,,,,,,23.13,692236.82,3251240.0
38,Global,FAO_SDG+OWID,Africa,,,2015,,,,,,,,,,,23.13,692236.82,3251240.0
39,Global,FAO_SDG+OWID,Africa,,,2015,,,,,,,,,,,23.13,692236.82,3251240.0
40,Global,FAO_SDG+OWID,Africa,,,2015,,,,,,,,,,,23.13,692236.82,3251240.0
41,Global,FAO_SDG+OWID,Africa,,,2020,,,,,,,,,,,22.61,676859.43,3021250.0
42,Global,FAO_SDG+OWID,Africa,,,2020,,,,,,,,,,,22.61,676859.43,3021250.0
43,Global,FAO_SDG+OWID,Africa,,,2020,,,,,,,,,,,22.61,676859.43,3021250.0
44,Global,FAO_SDG+OWID,Africa,,,2020,,,,,,,,,,,22.61,676859.43,3021250.0
57,Global,FAO_SDG,Albania,,,2010,,,,,,,,,,,28.54,782.07,
58,Global,FAO_SDG,Albania,,,2010,,,,,,,,,,,28.54,782.07,
59,Global,FAO_SDG,Albania,,,2010,,,,,,,,,,,28.54,782.07,
60,Global,FAO_SDG,Albania,,,2010,,,,,,,,,,,28.54,782.07,
61,Global,FAO_SDG,Albania,,,2015,,,,,,,,,,,29.09,797.18,
62,Global,FAO_SDG,Albania,,,2015,,,,,,,,,,,29.09,797.18,
63,Global,FAO_SDG,Albania,,,2015,,,,,,,,,,,29.09,797.18,
64,Global,FAO_SDG,Albania,,,2015,,,,,,,,,,,29.09,797.18,
65,Global,FAO_SDG,Albania,,,2020,,,,,,,,,,,34.34,941.0,
66,Global,FAO_SDG,Albania,,,2020,,,,,,,,,,,34.34,941.0,
67,Global,FAO_SDG,Albania,,,2020,,,,,,,,,,,34.34,941.0,
68,Global,FAO_SDG,Albania,,,2020,,,,,,,,,,,34.34,941.0,
81,Global,FAO_SDG+OWID,Algeria,,,2010,,,,,,,,,,,0.71,1701.47,33790.0
82,Global,FAO_SDG+OWID,Algeria,,,2010,,,,,,,,,,,0.71,1701.47,33790.0
83,Global,FAO_SDG+OWID,Algeria,,,2010,,,,,,,,,,,0.71,1701.47,33790.0
84,Global,FAO_SDG+OWID,Algeria,,,2010,,,,,,,,,,,0.71,1701.47,33790.0
85,Global,FAO_SDG+OWID,Algeria,,,2015,,,,,,,,,,,0.71,1698.1,11560.0
86,Global,FAO_SDG+OWID,Algeria,,,2015,,,,,,,,,,,0.71,1698.1,11560.0
87,Global,FAO_SDG+OWID,Algeria,,,2015,,,,,,,,,,,0.71,1698.1,11560.0
88,Global,FAO_SDG+OWID,Algeria,,,2015,,,,,,,,,,,0.71,1698.1,11560.0
89,Global,FAO_SDG+OWID,Algeria,,,2020,,,,,,,,,,,0.71,1694.73,8670.0
90,Global,FAO_SDG+OWID,Algeria,,,2020,,,,,,,,,,,0.71,1694.73,8670.0
91,Global,FAO_SDG+OWID,Algeria,,,2020,,,,,,,,,,,0.71,1694.73,8670.0
92,Global,FAO_SDG+OWID,Algeria,,,2020,,,,,,,,,,,0.71,1694.73,8670.0
105,Global,FAO_SDG,American Samoa,,,2010,,,,,,,,,,,80.95,16.19,
106,Global,FAO_SDG,American Samoa,,,2010,,,,,,,,,,,80.95,16.19,
107,Global,FAO_SDG,American Samoa,,,2010,,,,,,,,,,,80.95,16.19,
108,Global,FAO_SDG,American Samoa,,,2010,,,,,,,,,,,80.95,16.19,
109,Global,FAO_SDG,American Samoa,,,2015,,,,,,,,,,,79.25,15.85,
110,Global,FAO_SDG,American Samoa,,,2015,,,,,,,,,,,79.25,15.85,
111,Global,FAO_SDG,American Samoa,,,2015,,,,,,,,,,,79.25,15.85,
112,Global,FAO_SDG,American Samoa,,,2015,,,,,,,,,,,79.25,15.85,
113,Global,FAO_SDG,American Samoa,,,2020,,,,,,,,,,,79.25,15.85,
114,Global,FAO_SDG,American Samoa,,,2020,,,,,,,,,,,79.25,15.85,
115,Global,FAO_SDG,American Samoa,,,2020,,,,,,,,,,,79.25,15.85,
116,Global,FAO_SDG,American Samoa,,,2020,,,,,,,,,,,79.25,15.85,
129,Global,FAO_SDG,Americas,,,2010,,,,,,,,,,,43.47,1680995.67,
130,Global,FAO_SDG,Americas,,,2010,,,,,,,,,,,43.47,1680995.67,
131,Global,FAO_SDG,Americas,,,2010,,,,,,,,,,,43.47,1680995.67,
132,Global,FAO_SDG,Americas,,,2010,,,,,,,,,,,43.47,1680995.67,
133,Global,FAO_SDG,Americas,,,2015,,,,,,,,,,,43.15,1668360.22,
134,Global,FAO_SDG,Americas,,,2015,,,,,,,,,,,43.15,1668360.22,
135,Global,FAO_SDG,Americas,,,2015,,,,,,,,,,,43.15,1668360.22,
136,Global,FAO_SDG,Americas,,,2015,,,,,,,,,,,43.15,1668360.22,
137,Global,FAO_SDG,Americas,,,2020,,,,,,,,,,,42.63,1648097.17,
138,Global,FAO_SDG,Americas,,,2020,,,,,,,,,,,42.63,1648097.17,
139,Global,FAO_SDG,Americas,,,2020,,,,,,,,,,,42.63,1648097.17,
140,Global,FAO_SDG,Americas,,,2020,,,,,,,,,,,42.63,1648097.17,
153,Global,FAO_SDG,Andorra,,,2010,,,,,,,,,,,38.47,18.08,
154,Global,FAO_SDG,Andorra,,,2010,,,,,,,,,,,38.47,18.08,
155,Global,FAO_SDG,Andorra,,,2010,,,,,,,,,,,38.47,18.08,
156,Global,FAO_SDG,Andorra,,,2010,,,,,,,,,,,38.47,18.08,
157,Global,FAO_SDG,Andorra,,,2015,,,,,,,,,,,38.91,18.29,
158,Global,FAO_SDG,Andorra,,,2015,,,,,,,,,,,38.91,18.29,
159,Global,FAO_SDG,Andorra,,,2015,,,,,,,,,,,38.91,18.29,
160,Global,FAO_SDG,Andorra,,,2015,,,,,,,,,,,38.91,18.29,
161,Global,FAO_SDG,Andorra,,,2020,,,,,,,,,,,38.64,18.16,
162,Global,FAO_SDG,Andorra,,,2020,,,,,,,,,,,38.64,18.16,
163,Global,FAO_SDG,Andorra,,,2020,,,,,,,,,,,38.64,18.16,
164,Global,FAO_SDG,Andorra,,,2020,,,,,,,,,,,38.64,18.16,
177,Global,FAO_SDG+OWID,Angola,,,2010,,,,,,,,,,,56.88,70912.78,510440.0
178,Global,FAO_SDG+OWID,Angola,,,2010,,,,,,,,,,,56.88,70912.78,510440.0
179,Global,FAO_SDG+OWID,Angola,,,2010,,,,,,,,,,,56.88,70912.78,510440.0
180,Global,FAO_SDG+OWID,Angola,,,2010,,,,,,,,,,,56.88,70912.78,510440.0
181,Global,FAO_SDG+OWID,Angola,,,2015,,,,,,,,,,,54.83,68362.63,510440.0
182,Global,FAO_SDG+OWID,Angola,,,2015,,,,,,,,,,,54.83,68362.63,510440.0
183,Global,FAO_SDG+OWID,Angola,,,2015,,,,,,,,,,,54.83,68362.63,510440.0
184,Global,FAO_SDG+OWID,Angola,,,2015,,,,,,,,,,,54.83,68362.63,510440.0
185,Global,FAO_SDG+OWID,Angola,,,2020,,,,,,,,,,,52.79,65812.48,510440.0
186,Global,FAO_SDG+OWID,Angola,,,2020,,,,,,,,,,,52.79,65812.48,510440.0
187,Global,FAO_SDG+OWID,Angola,,,2020,,,,,,,,,,,52.79,65812.48,510440.0
188,Global,FAO_SDG+OWID,Angola,,,2020,,,,,,,,,,,52.79,65812.48,510440.0
201,Global,FAO_SDG,Anguilla,,,2010,,,,,,,,,,,61.11,5.5,
202,Global,FAO_SDG,Anguilla,,,2010,,,,,,,,,,,61.11,5.5,
203,Global,FAO_SDG,Anguilla,,,2010,,,,,,,,,,,61.11,5.5,
204,Global,FAO_SDG,Anguilla,,,2010,,,,,,,,,,,61.11,5.5,
205,Global,FAO_SDG,Anguilla,,,2015,,,,,,,,,,,61.11,5.5,
206,Global,FAO_SDG,Anguilla,,,2015,,,,,,,,,,,61.11,5.5,
207,Global,FAO_SDG,Anguilla,,,2015,,,,,,,,,,,61.11,5.5,
208,Global,FAO_SDG,Anguilla,,,2015,,,,,,,,,,,61.11,5.5,
209,Global,FAO_SDG,Anguilla,,,2020,,,,,,,,,,,61.11,5.5,
210,Global,FAO_SDG,Anguilla,,,2020,,,,,,,,,,,61.11,5.5,
211,Global,FAO_SDG,Anguilla,,,2020,,,,,,,,,,,61.11,5.5,
212,Global,FAO_SDG,Anguilla,,,2020,,,,,,,,,,,61.11,5.5,
225,Global,FAO_SDG,Antigua and Barbuda,,,2010,,,,,,,,,,,19.95,8.78,
226,Global,FAO_SDG,Antigua and Barbuda,,,2010,,,,,,,,,,,19.95,8.78,
227,Global,FAO_SDG,Antigua and Barbuda,,,2010,,,,,,,,,,,19.95,8.78,
228,Global,FAO_SDG,Antigua and Barbuda,,,2010,,,,,,,,,,,19.95,8.78,
229,Global,FAO_SDG,Antigua and Barbuda,,,2015,,,,,,,,,,,19.2,8.45,
230,Global,FAO_SDG,Antigua and Barbuda,,,2015,,,,,,,,,,,19.2,8.45,
231,Global,FAO_SDG,Antigua and Barbuda,,,2015,,,,,,,,,,,19.2,8.45,
232,Global,FAO_SDG,Antigua and Barbuda,,,2015,,,,,,,,,,,19.2,8.45,
233,Global,FAO_SDG,Antigua and Barbuda,,,2020,,,,,,,,,,,18.45,8.12,
234,Global,FAO_SDG,Antigua and Barbuda,,,2020,,,,,,,,,,,18.45,8.12,
235,Global,FAO_SDG,Antigua and Barbuda,,,2020,,,,,,,,,,,18.45,8.12,
236,Global,FAO_SDG,Antigua and Barbuda,,,2020,,,,,,,,,,,18.45,8.12,
249,Global,FAO_SDG+OWID,Argentina,,,2010,,,,,,,,,,,18.17,49727.45,276100.0
250,Global,FAO_SDG+OWID,Argentina,,,2010,,,,,,,,,,,18.17,49727.45,276100.0
251,Global,FAO_SDG+OWID,Argentina,,,2010,,,,,,,,,,,18.17,49727.45,276100.0
252,Global,FAO_SDG+OWID,Argentina,,,2010,,,,,,,,,,,18.17,49727.45,276100.0
253,Global,FAO_SDG+OWID,Argentina,,,2015,,,,,,,,,,,17.7,48444.02,191900.0
254,Global,FAO_SDG+OWID,Argentina,,,2015,,,,,,,,,,,17.7,48444.02,191900.0
255,Global,FAO_SDG+OWID,Argentina,,,2015,,,,,,,,,,,17.7,48444.02,191900.0
256,Global,FAO_SDG+OWID,Argentina,,,2015,,,,,,,,,,,17.7,48444.02,191900.0
257,Global,FAO_SDG+OWID,Argentina,,,2020,,,,,,,,,,,17.36,47495.59,195300.0
258,Global,FAO_SDG+OWID,Argentina,,,2020,,,,,,,,,,,17.36,47495.59,195300.0
259,Global,FAO_SDG+OWID,Argentina,,,2020,,,,,,,,,,,17.36,47495.59,195300.0
260,Global,FAO_SDG+OWID,Argentina,,,2020,,,,,,,,,,,17.36,47495.59,195300.0
273,Global,FAO_SDG,Armenia,,,2010,,,,,,,,,,,11.67,332.29,
274,Global,FAO_SDG,Armenia,,,2010,,,,,,,,,,,11.67,332.29,
275,Global,FAO_SDG,Armenia,,,2010,,,,,,,,,,,11.67,332.29,
276,Global,FAO_SDG,Armenia,,,2010,,,,,,,,,,,11.67,332.29,
277,Global,FAO_SDG,Armenia,,,2015,,,,,,,,,,,11.74,334.2,
278,Global,FAO_SDG,Armenia,,,2015,,,,,,,,,,,11.74,334.2,
279,Global,FAO_SDG,Armenia,,,2015,,,,,,,,,,,11.74,334.2,
280,Global,FAO_SDG,Armenia,,,2015,,,,,,,,,,,11.74,334.2,
281,Global,FAO_SDG,Armenia,,,2020,,,,,,,,,,,11.85,334.02,
282,Global,FAO_SDG,Armenia,,,2020,,,,,,,,,,,11.85,334.02,
283,Global,FAO_SDG,Armenia,,,2020,,,,,,,,,,,11.85,334.02,
284,Global,FAO_SDG,Armenia,,,2020,,,,,,,,,,,11.85,334.02,
297,Global,FAO_SDG,Aruba,,,2010,,,,,,,,,,,2.72,0.49,
298,Global,FAO_SDG,Aruba,,,2010,,,,,,,,,,,2.72,0.49,
299,Global,FAO_SDG,Aruba,,,2010,,,,,,,,,,,2.72,0.49,
300,Global,FAO_SDG,Aruba,,,2010,,,,,,,,,,,2.72,0.49,
301,Global,FAO_SDG,Aruba,,,2015,,,,,,,,,,,2.72,0.49,
302,Global,FAO_SDG,Aruba,,,2015,,,,,,,,,,,2.72,0.49,
303,Global,FAO_SDG,Aruba,,,2015,,,,,,,,,,,2.72,0.49,
304,Global,FAO_SDG,Aruba,,,2015,,,,,,,,,,,2.72,0.49,
305,Global,FAO_SDG,Aruba,,,2020,,,,,,,,,,,2.72,0.49,
306,Global,FAO_SDG,Aruba,,,2020,,,,,,,,,,,2.72,0.49,
307,Global,FAO_SDG,Aruba,,,2020,,,,,,,,,,,2.72,0.49,
308,Global,FAO_SDG,Aruba,,,2020,,,,,,,,,,,2.72,0.49,
321,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2010,,,,,,,,,,,5.18,2.02,
322,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2010,,,,,,,,,,,5.18,2.02,
323,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2010,,,,,,,,,,,5.18,2.02,
324,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2010,,,,,,,,,,,5.18,2.02,
325,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2015,,,,,,,,,,,5.18,2.02,
326,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2015,,,,,,,,,,,5.18,2.02,
327,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2015,,,,,,,,,,,5.18,2.02,
328,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2015,,,,,,,,,,,5.18,2.02,
329,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2020,,,,,,,,,,,5.18,2.02,
330,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2020,,,,,,,,,,,5.18,2.02,
331,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2020,,,,,,,,,,,5.18,2.02,
332,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2020,,,,,,,,,,,5.18,2.02,
345,Global,FAO_SDG+OWID,Asia,,,2010,,,,,,,,,,,19.46,605356.07,1806590.0
346,Global,FAO_SDG+OWID,Asia,,,2010,,,,,,,,,,,19.46,605356.07,1806590.0
347,Global,FAO_SDG+OWID,Asia,,,2010,,,,,,,,,,,19.46,605356.07,1806590.0
348,Global,FAO_SDG+OWID,Asia,,,2010,,,,,,,,,,,19.46,605356.07,1806590.0
349,Global,FAO_SDG+OWID,Asia,,,2015,,,,,,,,,,,19.73,613785.62,1567390.0
350,Global,FAO_SDG+OWID,Asia,,,2015,,,,,,,,,,,19.73,613785.62,1567390.0
351,Global,FAO_SDG+OWID,Asia,,,2015,,,,,,,,,,,19.73,613785.62,1567390.0
352,Global,FAO_SDG+OWID,Asia,,,2015,,,,,,,,,,,19.73,613785.62,1567390.0
353,Global,FAO_SDG+OWID,Asia,,,2020,,,,,,,,,,,20.06,623929.37,1016870.0
354,Global,FAO_SDG+OWID,Asia,,,2020,,,,,,,,,,,20.06,623929.37,1016870.0
355,Global,FAO_SDG+OWID,Asia,,,2020,,,,,,,,,,,20.06,623929.37,1016870.0
356,Global,FAO_SDG+OWID,Asia,,,2020,,,,,,,,,,,20.06,623929.37,1016870.0
369,Global,FAO_SDG+OWID,Australia,,,2010,,,,,,,,,,,17.07,131171.14,441920.0
370,Global,FAO_SDG+OWID,Australia,,,2010,,,,,,,,,,,17.07,131171.14,441920.0
371,Global,FAO_SDG+OWID,Australia,,,2010,,,,,,,,,,,17.07,131171.14,441920.0
372,Global,FAO_SDG+OWID,Australia,,,2010,,,,,,,,,,,17.07,131171.14,441920.0
373,Global,FAO_SDG+OWID,Australia,,,2015,,,,,,,,,,,17.25,132507.52,447460.0
374,Global,FAO_SDG+OWID,Australia,,,2015,,,,,,,,,,,17.25,132507.52,447460.0
375,Global,FAO_SDG+OWID,Australia,,,2015,,,,,,,,,,,17.25,132507.52,447460.0
376,Global,FAO_SDG+OWID,Australia,,,2015,,,,,,,,,,,17.25,132507.52,447460.0
377,Global,FAO_SDG,Australia,,,2020,,,,,,,,,,,17.33,133291.13,
378,Global,FAO_SDG,Australia,,,2020,,,,,,,,,,,17.33,133291.13,
379,Global,FAO_SDG,Australia,,,2020,,,,,,,,,,,17.33,133291.13,
380,Global,FAO_SDG,Australia,,,2020,,,,,,,,,,,17.33,133291.13,
393,Global,FAO_SDG,Australia and New Zealand,,,2010,,,,,,,,,,,17.75,141019.75,
394,Global,FAO_SDG,Australia and New Zealand,,,2010,,,,,,,,,,,17.75,141019.75,
395,Global,FAO_SDG,Australia and New Zealand,,,2010,,,,,,,,,,,17.75,141019.75,
396,Global,FAO_SDG,Australia and New Zealand,,,2010,,,,,,,,,,,17.75,141019.75,
397,Global,FAO_SDG,Australia and New Zealand,,,2015,,,,,,,,,,,17.92,142354.62,
398,Global,FAO_SDG,Australia and New Zealand,,,2015,,,,,,,,,,,17.92,142354.62,
399,Global,FAO_SDG,Australia and New Zealand,,,2015,,,,,,,,,,,17.92,142354.62,
400,Global,FAO_SDG,Australia and New Zealand,,,2015,,,,,,,,,,,17.92,142354.62,
401,Global,FAO_SDG,Australia and New Zealand,,,2020,,,,,,,,,,,18.01,143256.91,
402,Global,FAO_SDG,Australia and New Zealand,,,2020,,,,,,,,,,,18.01,143256.91,
403,Global,FAO_SDG,Australia and New Zealand,,,2020,,,,,,,,,,,18.01,143256.91,
404,Global,FAO_SDG,Australia and New Zealand,,,2020,,,,,,,,,,,18.01,143256.91,
417,Global,FAO_SDG+OWID,Austria,,,2010,,,,,,,,,,,46.8,3861.64,5130.0
418,Global,FAO_SDG+OWID,Austria,,,2010,,,,,,,,,,,46.8,3861.64,5130.0
419,Global,FAO_SDG+OWID,Austria,,,2010,,,,,,,,,,,46.8,3861.64,5130.0
420,Global,FAO_SDG+OWID,Austria,,,2010,,,,,,,,,,,46.8,3861.64,5130.0
421,Global,FAO_SDG+OWID,Austria,,,2015,,,,,,,,,,,46.97,3875.73,5130.0
422,Global,FAO_SDG+OWID,Austria,,,2015,,,,,,,,,,,46.97,3875.73,5130.0
423,Global,FAO_SDG+OWID,Austria,,,2015,,,,,,,,,,,46.97,3875.73,5130.0
424,Global,FAO_SDG+OWID,Austria,,,2015,,,,,,,,,,,46.97,3875.73,5130.0
425,Global,FAO_SDG+OWID,Austria,,,2020,,,,,,,,,,,47.14,3889.82,5130.0
426,Global,FAO_SDG+OWID,Austria,,,2020,,,,,,,,,,,47.14,3889.82,5130.0
427,Global,FAO_SDG+OWID,Austria,,,2020,,,,,,,,,,,47.14,3889.82,5130.0
428,Global,FAO_SDG+OWID,Austria,,,2020,,,,,,,,,,,47.14,3889.82,5130.0
441,Global,FAO_SDG+OWID,Azerbaijan,,,2010,,,,,,,,,,,12.49,1032.49,81640.0
442,Global,FAO_SDG+OWID,Azerbaijan,,,2010,,,,,,,,,,,12.49,1032.49,81640.0
443,Global,FAO_SDG+OWID,Azerbaijan,,,2010,,,,,,,,,,,12.49,1032.49,81640.0
444,Global,FAO_SDG+OWID,Azerbaijan,,,2010,,,,,,,,,,,12.49,1032.49,81640.0
445,Global,FAO_SDG+OWID,Azerbaijan,,,2015,,,,,,,,,,,13.04,1077.89,89740.0
446,Global,FAO_SDG+OWID,Azerbaijan,,,2015,,,,,,,,,,,13.04,1077.89,89740.0
447,Global,FAO_SDG+OWID,Azerbaijan,,,2015,,,,,,,,,,,13.04,1077.89,89740.0
448,Global,FAO_SDG+OWID,Azerbaijan,,,2015,,,,,,,,,,,13.04,1077.89,89740.0
449,Global,FAO_SDG,Azerbaijan,,,2020,,,,,,,,,,,14.05,1161.19,
450,Global,FAO_SDG,Azerbaijan,,,2020,,,,,,,,,,,14.05,1161.19,
451,Global,FAO_SDG,Azerbaijan,,,2020,,,,,,,,,,,14.05,1161.19,
452,Global,FAO_SDG,Azerbaijan,,,2020,,,,,,,,,,,14.05,1161.19,
465,Global,FAO_SDG,Bahamas,,,2010,,,,,,,,,,,50.94,509.86,
466,Global,FAO_SDG,Bahamas,,,2010,,,,,,,,,,,50.94,509.86,
467,Global,FAO_SDG,Bahamas,,,2010,,,,,,,,,,,50.94,509.86,
468,Global,FAO_SDG,Bahamas,,,2010,,,,,,,,,,,50.94,509.86,
469,Global,FAO_SDG,Bahamas,,,2015,,,,,,,,,,,50.94,509.86,
470,Global,FAO_SDG,Bahamas,,,2015,,,,,,,,,,,50.94,509.86,
471,Global,FAO_SDG,Bahamas,,,2015,,,,,,,,,,,50.94,509.86,
472,Global,FAO_SDG,Bahamas,,,2015,,,,,,,,,,,50.94,509.86,
473,Global,FAO_SDG,Bahamas,,,2020,,,,,,,,,,,50.94,509.86,
474,Global,FAO_SDG,Bahamas,,,2020,,,,,,,,,,,50.94,509.86,
475,Global,FAO_SDG,Bahamas,,,2020,,,,,,,,,,,50.94,509.86,
476,Global,FAO_SDG,Bahamas,,,2020,,,,,,,,,,,50.94,509.86,
489,Global,FAO_SDG+OWID,Bahrain,,,2010,,,,,,,,,,,1.8,1.37,0.0
490,Global,FAO_SDG+OWID,Bahrain,,,2010,,,,,,,,,,,1.8,1.37,0.0
491,Global,FAO_SDG+OWID,Bahrain,,,2010,,,,,,,,,,,1.8,1.37,0.0
492,Global,FAO_SDG+OWID,Bahrain,,,2010,,,,,,,,,,,1.8,1.37,0.0
493,Global,FAO_SDG+OWID,Bahrain,,,2015,,,,,,,,,,,1.76,1.37,0.0
494,Global,FAO_SDG+OWID,Bahrain,,,2015,,,,,,,,,,,1.76,1.37,0.0
495,Global,FAO_SDG+OWID,Bahrain,,,2015,,,,,,,,,,,1.76,1.37,0.0
496,Global,FAO_SDG+OWID,Bahrain,,,2015,,,,,,,,,,,1.76,1.37,0.0
497,Global,FAO_SDG+OWID,Bahrain,,,2020,,,,,,,,,,,2.51,1.97,0.0
498,Global,FAO_SDG+OWID,Bahrain,,,2020,,,,,,,,,,,2.51,1.97,0.0
499,Global,FAO_SDG+OWID,Bahrain,,,2020,,,,,,,,,,,2.51,1.97,0.0
500,Global,FAO_SDG+OWID,Bahrain,,,2020,,,,,,,,,,,2.51,1.97,0.0
513,Global,FAO_SDG+OWID,Bangladesh,,,2010,,,,,,,,,,,14.51,1888.24,18190.0
514,Global,FAO_SDG+OWID,Bangladesh,,,2010,,,,,,,,,,,14.51,1888.24,18190.0
515,Global,FAO_SDG+OWID,Bangladesh,,,2010,,,,,,,,,,,14.51,1888.24,18190.0
516,Global,FAO_SDG+OWID,Bangladesh,,,2010,,,,,,,,,,,14.51,1888.24,18190.0
517,Global,FAO_SDG,Bangladesh,,,2015,,,,,,,,,,,14.47,1883.3,
518,Global,FAO_SDG,Bangladesh,,,2015,,,,,,,,,,,14.47,1883.3,
519,Global,FAO_SDG,Bangladesh,,,2015,,,,,,,,,,,14.47,1883.3,
520,Global,FAO_SDG,Bangladesh,,,2015,,,,,,,,,,,14.47,1883.3,
521,Global,FAO_SDG,Bangladesh,,,2020,,,,,,,,,,,14.43,1878.36,
522,Global,FAO_SDG,Bangladesh,,,2020,,,,,,,,,,,14.43,1878.36,
523,Global,FAO_SDG,Bangladesh,,,2020,,,,,,,,,,,14.43,1878.36,
524,Global,FAO_SDG,Bangladesh,,,2020,,,,,,,,,,,14.43,1878.36,
537,Global,FAO_SDG,Barbados,,,2010,,,,,,,,,,,14.65,6.3,
538,Global,FAO_SDG,Barbados,,,2010,,,,,,,,,,,14.65,6.3,
539,Global,FAO_SDG,Barbados,,,2010,,,,,,,,,,,14.65,6.3,
540,Global,FAO_SDG,Barbados,,,2010,,,,,,,,,,,14.65,6.3,
541,Global,FAO_SDG,Barbados,,,2015,,,,,,,,,,,14.65,6.3,
542,Global,FAO_SDG,Barbados,,,2015,,,,,,,,,,,14.65,6.3,
543,Global,FAO_SDG,Barbados,,,2015,,,,,,,,,,,14.65,6.3,
544,Global,FAO_SDG,Barbados,,,2015,,,,,,,,,,,14.65,6.3,
545,Global,FAO_SDG,Barbados,,,2020,,,,,,,,,,,14.65,6.3,
546,Global,FAO_SDG,Barbados,,,2020,,,,,,,,,,,14.65,6.3,
547,Global,FAO_SDG,Barbados,,,2020,,,,,,,,,,,14.65,6.3,
548,Global,FAO_SDG,Barbados,,,2020,,,,,,,,,,,14.65,6.3,
561,Global,FAO_SDG+OWID,Belarus,,,2010,,,,,,,,,,,42.53,8630.0,4100.0
562,Global,FAO_SDG+OWID,Belarus,,,2010,,,,,,,,,,,42.53,8630.0,4100.0
563,Global,FAO_SDG+OWID,Belarus,,,2010,,,,,,,,,,,42.53,8630.0,4100.0
564,Global,FAO_SDG+OWID,Belarus,,,2010,,,,,,,,,,,42.53,8630.0,4100.0
565,Global,FAO_SDG+OWID,Belarus,,,2015,,,,,,,,,,,42.53,8633.5,3500.0
566,Global,FAO_SDG+OWID,Belarus,,,2015,,,,,,,,,,,42.53,8633.5,3500.0
567,Global,FAO_SDG+OWID,Belarus,,,2015,,,,,,,,,,,42.53,8633.5,3500.0
568,Global,FAO_SDG+OWID,Belarus,,,2015,,,,,,,,,,,42.53,8633.5,3500.0
569,Global,FAO_SDG,Belarus,,,2020,,,,,,,,,,,43.57,8843.05,
570,Global,FAO_SDG,Belarus,,,2020,,,,,,,,,,,43.57,8843.05,
571,Global,FAO_SDG,Belarus,,,2020,,,,,,,,,,,43.57,8843.05,
572,Global,FAO_SDG,Belarus,,,2020,,,,,,,,,,,43.57,8843.05,
585,Global,FAO_SDG+OWID,Belgium,,,2010,,,,,,,,,,,22.74,689.87,1810.0
586,Global,FAO_SDG+OWID,Belgium,,,2010,,,,,,,,,,,22.74,689.87,1810.0
587,Global,FAO_SDG+OWID,Belgium,,,2010,,,,,,,,,,,22.74,689.87,1810.0
588,Global,FAO_SDG+OWID,Belgium,,,2010,,,,,,,,,,,22.74,689.87,1810.0
589,Global,FAO_SDG+OWID,Belgium,,,2015,,,,,,,,,,,22.72,689.3,2470.0
