id_registro,nivel_analisis,fuente_origen,pais,departamento,municipio,anio,latitud,longitud,area_perdida_bosque_ha,emisiones_co2_mg,driver_dominante,area_transformada_ha,clase_transformacion_dominante,num_focos_calor,frp_promedio,confianza_promedio_focos,porcentaje_area_forestal,area_forestal_ha,deforestacion_anual_ha_owid,es_agregado_regional,area_perdida_bosque_ha_atipico,emisiones_co2_mg_atipico,area_transformada_ha_atipico,num_focos_calor_atipico
10357,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Rionegro,2021,6.146486666666666,-75.39381444444444,6.0,3419.0,Agricultura permanente,17569.975357104955,Área agropecuaria,9.0,3.4444444444444446,50.0,,,,False,False,False,False,False
10358,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Rionegro,2021,6.146486666666666,-75.39381444444444,6.0,3228.0,Agricultura permanente,17569.975357104955,Área agropecuaria,9.0,3.4444444444444446,50.0,,,,False,False,False,False,False
10359,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Rionegro,2021,6.146486666666666,-75.39381444444444,6.0,2433.0,Agricultura permanente,17569.975357104955,Área agropecuaria,9.0,3.4444444444444446,50.0,,,,False,False,False,False,False
10360,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Rionegro,2022,6.13842,-75.38622666666667,16.0,6932.0,Agricultura permanente,17623.40091863432,Área agropecuaria,3.0,3.723333333333333,50.0,,,,False,False,False,False,False
10361,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Rionegro,2022,6.13842,-75.38622666666667,16.0,6315.0,Agricultura permanente,17623.40091863432,Área agropecuaria,3.0,3.723333333333333,50.0,,,,False,False,False,False,False
10362,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Rionegro,2022,6.13842,-75.38622666666667,16.0,4361.0,Agricultura permanente,17623.40091863432,Área agropecuaria,3.0,3.723333333333333,50.0,,,,False,False,False,False,False
10363,Regional,GFW+MapBiomas,Colombia,Antioquia,Rionegro,2023,6.55,-75.68,28.0,12347.0,Agricultura permanente,17604.90924483059,Área agropecuaria,,,,,,,False,False,False,False,False
10364,Regional,GFW+MapBiomas,Colombia,Antioquia,Rionegro,2023,6.55,-75.68,28.0,11028.0,Agricultura permanente,17604.90924483059,Área agropecuaria,,,,,,,False,False,False,False,False
10365,Regional,GFW+MapBiomas,Colombia,Antioquia,Rionegro,2023,6.55,-75.68,28.0,8580.0,Agricultura permanente,17604.90924483059,Área agropecuaria,,,,,,,False,False,False,False,False
10366,Regional,GFW+MapBiomas,Colombia,Antioquia,Rionegro,2024,6.55,-75.68,26.0,11501.0,Agricultura permanente,17504.81544257206,Área agropecuaria,,,,,,,False,False,False,False,False
10367,Regional,GFW+MapBiomas,Colombia,Antioquia,Rionegro,2024,6.55,-75.68,26.0,10346.0,Agricultura permanente,17504.81544257206,Área agropecuaria,,,,,,,False,False,False,False,False
10368,Regional,GFW+MapBiomas,Colombia,Antioquia,Rionegro,2024,6.55,-75.68,26.0,7968.0,Agricultura permanente,17504.81544257206,Área agropecuaria,,,,,,,False,False,False,False,False
10369,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2001,6.55,-75.68,26.0,12475.0,Agricultura permanente,11469.68186047344,Área agropecuaria,,,,,,,False,False,False,False,False
10370,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2001,6.55,-75.68,26.0,12226.0,Agricultura permanente,11469.68186047344,Área agropecuaria,,,,,,,False,False,False,False,False
10371,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2001,6.55,-75.68,26.0,10875.0,Agricultura permanente,11469.68186047344,Área agropecuaria,,,,,,,False,False,False,False,False
10372,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2002,6.55,-75.68,8.0,3863.0,Agricultura permanente,11783.86132464569,Área agropecuaria,,,,,,,False,False,False,False,False
10373,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2002,6.55,-75.68,8.0,3767.0,Agricultura permanente,11783.86132464569,Área agropecuaria,,,,,,,False,False,False,False,False
10374,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2002,6.55,-75.68,8.0,3277.0,Agricultura permanente,11783.86132464569,Área agropecuaria,,,,,,,False,False,False,False,False
10375,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2003,6.55,-75.68,16.0,7628.0,Agricultura permanente,11802.85231350663,Área agropecuaria,,,,,,,False,False,False,False,False
10376,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2003,6.55,-75.68,16.0,7275.0,Agricultura permanente,11802.85231350663,Área agropecuaria,,,,,,,False,False,False,False,False
10377,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2003,6.55,-75.68,16.0,6650.0,Agricultura permanente,11802.85231350663,Área agropecuaria,,,,,,,False,False,False,False,False
10378,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2004,6.55,-75.68,17.0,9130.0,Agricultura permanente,11729.36809934034,Área agropecuaria,,,,,,,False,False,False,False,False
10379,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2004,6.55,-75.68,17.0,9069.0,Agricultura permanente,11729.36809934034,Área agropecuaria,,,,,,,False,False,False,False,False
10380,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2004,6.55,-75.68,17.0,8581.0,Agricultura permanente,11729.36809934034,Área agropecuaria,,,,,,,False,False,False,False,False
10381,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2005,6.55,-75.68,48.0,21696.0,Agricultura permanente,11628.449908910534,Área agropecuaria,,,,,,,False,False,False,False,False
10382,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2005,6.55,-75.68,48.0,20729.0,Agricultura permanente,11628.449908910534,Área agropecuaria,,,,,,,False,False,False,False,False
10383,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2005,6.55,-75.68,48.0,17548.0,Agricultura permanente,11628.449908910534,Área agropecuaria,,,,,,,False,False,False,False,False
10384,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2006,6.55,-75.68,17.0,8758.0,Agricultura permanente,11920.844641039715,Área agropecuaria,,,,,,,False,False,False,False,False
10385,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2006,6.55,-75.68,17.0,8579.0,Agricultura permanente,11920.844641039715,Área agropecuaria,,,,,,,False,False,False,False,False
10386,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2007,6.55,-75.68,10.0,4446.0,Agricultura permanente,11702.578254558815,Área agropecuaria,,,,,,,False,False,False,False,False
10387,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2007,6.55,-75.68,10.0,4085.0,Agricultura permanente,11702.578254558815,Área agropecuaria,,,,,,,False,False,False,False,False
10388,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2007,6.55,-75.68,10.0,3387.0,Agricultura permanente,11702.578254558815,Área agropecuaria,,,,,,,False,False,False,False,False
10389,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2008,6.55,-75.68,16.0,8848.0,Agricultura permanente,11611.923482195358,Área agropecuaria,,,,,,,False,False,False,False,False
10390,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2008,6.55,-75.68,16.0,8767.0,Agricultura permanente,11611.923482195358,Área agropecuaria,,,,,,,False,False,False,False,False
10391,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2009,6.55,-75.68,50.0,25723.0,Agricultura permanente,11683.798779772264,Área agropecuaria,,,,,,,False,False,False,False,False
10392,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2009,6.55,-75.68,50.0,25293.0,Agricultura permanente,11683.798779772264,Área agropecuaria,,,,,,,False,False,False,False,False
10393,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2009,6.55,-75.68,50.0,23759.0,Agricultura permanente,11683.798779772264,Área agropecuaria,,,,,,,False,False,False,False,False
10394,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2010,6.55,-75.68,49.0,23092.0,Agricultura permanente,11671.821519823525,Área agropecuaria,,,,,,,False,False,False,False,False
10395,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2010,6.55,-75.68,49.0,21823.0,Agricultura permanente,11671.821519823525,Área agropecuaria,,,,,,,False,False,False,False,False
10396,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2010,6.55,-75.68,49.0,19370.0,Agricultura permanente,11671.821519823525,Área agropecuaria,,,,,,,False,False,False,False,False
10397,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2011,6.55,-75.68,22.0,12345.0,Agricultura permanente,11766.55784822936,Área agropecuaria,,,,,,,False,False,False,False,False
10398,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2011,6.55,-75.68,22.0,12300.0,Agricultura permanente,11766.55784822936,Área agropecuaria,,,,,,,False,False,False,False,False
10399,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2011,6.55,-75.68,22.0,11875.0,Agricultura permanente,11766.55784822936,Área agropecuaria,,,,,,,False,False,False,False,False
10400,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2012,6.938317272727272,-75.76995636363637,37.0,16865.0,Agricultura permanente,12071.077165355911,Área agropecuaria,11.0,10.283636363636363,50.0,,,,False,False,False,False,False
10401,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2012,6.938317272727272,-75.76995636363637,37.0,16333.0,Agricultura permanente,12071.077165355911,Área agropecuaria,11.0,10.283636363636363,50.0,,,,False,False,False,False,False
10402,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2012,6.938317272727272,-75.76995636363637,37.0,14397.0,Agricultura permanente,12071.077165355911,Área agropecuaria,11.0,10.283636363636363,50.0,,,,False,False,False,False,False
10403,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2013,6.931394,-75.788216,17.0,8717.0,Agricultura permanente,11973.05792237486,Área agropecuaria,10.0,4.139,50.0,,,,False,False,False,False,False
10404,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2013,6.931394,-75.788216,17.0,8676.0,Agricultura permanente,11973.05792237486,Área agropecuaria,10.0,4.139,50.0,,,,False,False,False,False,False
10405,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2013,6.931394,-75.788216,17.0,7979.0,Agricultura permanente,11973.05792237486,Área agropecuaria,10.0,4.139,50.0,,,,False,False,False,False,False
10406,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2014,6.945867692307692,-75.80244615384615,10.0,4067.0,Agricultura permanente,12043.421122576296,Área agropecuaria,13.0,3.4992307692307696,48.07692307692308,,,,False,False,False,False,False
10407,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2014,6.945867692307692,-75.80244615384615,10.0,3348.0,Agricultura permanente,12043.421122576296,Área agropecuaria,13.0,3.4992307692307696,48.07692307692308,,,,False,False,False,False,False
10408,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2014,6.945867692307692,-75.80244615384615,10.0,2558.0,Agricultura permanente,12043.421122576296,Área agropecuaria,13.0,3.4992307692307696,48.07692307692308,,,,False,False,False,False,False
10409,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2015,6.950033333333334,-75.78977166666667,6.0,2916.0,Agricultura permanente,11940.381280700014,Área agropecuaria,6.0,7.53,50.0,,,,False,False,False,False,False
10410,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2015,6.950033333333334,-75.78977166666667,6.0,2894.0,Agricultura permanente,11940.381280700014,Área agropecuaria,6.0,7.53,50.0,,,,False,False,False,False,False
10411,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2015,6.950033333333334,-75.78977166666667,6.0,2751.0,Agricultura permanente,11940.381280700014,Área agropecuaria,6.0,7.53,50.0,,,,False,False,False,False,False
10412,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2016,6.934540666666667,-75.77158800000001,4.0,2103.0,Agricultura permanente,12033.948391485,Área agropecuaria,15.0,5.682,50.0,,,,False,False,False,False,False
10413,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2016,6.934540666666667,-75.77158800000001,4.0,2060.0,Agricultura permanente,12033.948391485,Área agropecuaria,15.0,5.682,50.0,,,,False,False,False,False,False
10414,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2016,6.934540666666667,-75.77158800000001,4.0,1792.0,Agricultura permanente,12033.948391485,Área agropecuaria,15.0,5.682,50.0,,,,False,False,False,False,False
10415,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2017,6.89601375,-75.79478375,31.0,16257.0,Agricultura permanente,12059.793367046535,Área agropecuaria,8.0,3.47,46.875,,,,False,False,False,False,False
10416,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2017,6.89601375,-75.79478375,31.0,16074.0,Agricultura permanente,12059.793367046535,Área agropecuaria,8.0,3.47,46.875,,,,False,False,False,False,False
10417,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2017,6.89601375,-75.79478375,31.0,14821.0,Agricultura permanente,12059.793367046535,Área agropecuaria,8.0,3.47,46.875,,,,False,False,False,False,False
10418,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2018,6.918978095238096,-75.79578571428571,20.0,10927.0,Otras alteraciones naturales,11718.76318087116,Área agropecuaria,21.0,7.696666666666666,50.0,,,,False,False,False,False,False
10419,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2018,6.918978095238096,-75.79578571428571,20.0,10797.0,Otras alteraciones naturales,11718.76318087116,Área agropecuaria,21.0,7.696666666666666,50.0,,,,False,False,False,False,False
10420,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2018,6.918978095238096,-75.79578571428571,20.0,10240.0,Otras alteraciones naturales,11718.76318087116,Área agropecuaria,21.0,7.696666666666666,50.0,,,,False,False,False,False,False
10421,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2019,6.9432350000000005,-75.78569333333333,17.0,7771.0,Agricultura permanente,11426.552235351104,Área agropecuaria,6.0,4.968333333333334,45.833333333333336,,,,False,False,False,False,False
10422,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2019,6.9432350000000005,-75.78569333333333,17.0,7545.0,Agricultura permanente,11426.552235351104,Área agropecuaria,6.0,4.968333333333334,45.833333333333336,,,,False,False,False,False,False
10423,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2019,6.9432350000000005,-75.78569333333333,17.0,5936.0,Agricultura permanente,11426.552235351104,Área agropecuaria,6.0,4.968333333333334,45.833333333333336,,,,False,False,False,False,False
10424,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2020,6.9436133333333325,-75.78903916666667,7.0,3717.0,Agricultura permanente,11175.53370584637,Área agropecuaria,12.0,5.026666666666666,50.0,,,,False,False,False,False,False
10425,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2020,6.9436133333333325,-75.78903916666667,7.0,3651.0,Agricultura permanente,11175.53370584637,Área agropecuaria,12.0,5.026666666666666,50.0,,,,False,False,False,False,False
10426,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2020,6.9436133333333325,-75.78903916666667,7.0,3393.0,Agricultura permanente,11175.53370584637,Área agropecuaria,12.0,5.026666666666666,50.0,,,,False,False,False,False,False
10427,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2021,6.902256666666666,-75.81067333333333,6.0,2810.0,Otras alteraciones naturales,11130.894883794452,Área agropecuaria,3.0,6.636666666666667,50.0,,,,False,False,False,False,False
10428,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2021,6.902256666666666,-75.81067333333333,6.0,2726.0,Otras alteraciones naturales,11130.894883794452,Área agropecuaria,3.0,6.636666666666667,50.0,,,,False,False,False,False,False
10429,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2021,6.902256666666666,-75.81067333333333,6.0,2436.0,Otras alteraciones naturales,11130.894883794452,Área agropecuaria,3.0,6.636666666666667,50.0,,,,False,False,False,False,False
10430,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2022,6.9477,-75.75729,28.0,14591.0,Agricultura permanente,11075.683850530118,Área agropecuaria,3.0,8.47,50.0,,,,False,False,False,False,False
10431,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2022,6.9477,-75.75729,28.0,14522.0,Agricultura permanente,11075.683850530118,Área agropecuaria,3.0,8.47,50.0,,,,False,False,False,False,False
10432,Regional,GFW+MapBiomas+FIRMS,Colombia,Antioquia,Sabanalarga,2022,6.9477,-75.75729,28.0,13648.0,Agricultura permanente,11075.683850530118,Área agropecuaria,3.0,8.47,50.0,,,,False,False,False,False,False
10433,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2023,6.55,-75.68,24.0,12637.0,Agricultura permanente,10829.272682732666,Área agropecuaria,,,,,,,False,False,False,False,False
10434,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2023,6.55,-75.68,24.0,12243.0,Agricultura permanente,10829.272682732666,Área agropecuaria,,,,,,,False,False,False,False,False
10435,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2023,6.55,-75.68,24.0,10765.0,Agricultura permanente,10829.272682732666,Área agropecuaria,,,,,,,False,False,False,False,False
10436,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2024,6.55,-75.68,23.0,11138.0,Agricultura permanente,10424.60686146816,Área agropecuaria,,,,,,,False,False,False,False,False
10437,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2024,6.55,-75.68,23.0,10502.0,Agricultura permanente,10424.60686146816,Área agropecuaria,,,,,,,False,False,False,False,False
10438,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabanalarga,2024,6.55,-75.68,23.0,9433.0,Agricultura permanente,10424.60686146816,Área agropecuaria,,,,,,,False,False,False,False,False
10439,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2001,6.55,-75.68,3.0,1080.0,Urbanizacion e infraestructura,1395.7954951232914,Área agropecuaria,,,,,,,False,False,False,False,False
10440,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2001,6.55,-75.68,3.0,971.0,Urbanizacion e infraestructura,1395.7954951232914,Área agropecuaria,,,,,,,False,False,False,False,False
10441,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2001,6.55,-75.68,3.0,792.0,Urbanizacion e infraestructura,1395.7954951232914,Área agropecuaria,,,,,,,False,False,False,False,False
10442,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2002,6.55,-75.68,9.0,4630.0,Agricultura permanente,1393.0397315002465,Área agropecuaria,,,,,,,False,False,False,False,False
10443,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2002,6.55,-75.68,9.0,4502.0,Agricultura permanente,1393.0397315002465,Área agropecuaria,,,,,,,False,False,False,False,False
10444,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2002,6.55,-75.68,9.0,4412.0,Agricultura permanente,1393.0397315002465,Área agropecuaria,,,,,,,False,False,False,False,False
10445,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2003,6.55,-75.68,4.0,1819.0,Urbanizacion e infraestructura,1405.751997149662,Área agropecuaria,,,,,,,False,False,False,False,False
10446,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2003,6.55,-75.68,4.0,1734.0,Urbanizacion e infraestructura,1405.751997149662,Área agropecuaria,,,,,,,False,False,False,False,False
10447,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2003,6.55,-75.68,4.0,1539.0,Urbanizacion e infraestructura,1405.751997149662,Área agropecuaria,,,,,,,False,False,False,False,False
10448,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2004,6.55,-75.68,12.0,5838.0,Urbanizacion e infraestructura,1410.6415078796413,Área agropecuaria,,,,,,,False,False,False,False,False
10449,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2004,6.55,-75.68,12.0,5680.0,Urbanizacion e infraestructura,1410.6415078796413,Área agropecuaria,,,,,,,False,False,False,False,False
10450,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2004,6.55,-75.68,12.0,5464.0,Urbanizacion e infraestructura,1410.6415078796413,Área agropecuaria,,,,,,,False,False,False,False,False
10451,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2005,6.55,-75.68,4.0,1846.0,Urbanizacion e infraestructura,1411.3525284362822,Área agropecuaria,,,,,,,False,False,False,False,False
10452,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2005,6.55,-75.68,4.0,1711.0,Urbanizacion e infraestructura,1411.3525284362822,Área agropecuaria,,,,,,,False,False,False,False,False
10453,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2005,6.55,-75.68,4.0,1589.0,Urbanizacion e infraestructura,1411.3525284362822,Área agropecuaria,,,,,,,False,False,False,False,False
10454,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2006,6.55,-75.68,11.0,5296.0,Urbanizacion e infraestructura,1425.5763270202676,Área agropecuaria,,,,,,,False,False,False,False,False
10455,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2006,6.55,-75.68,11.0,5167.0,Urbanizacion e infraestructura,1425.5763270202676,Área agropecuaria,,,,,,,False,False,False,False,False
10456,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2006,6.55,-75.68,11.0,4689.0,Urbanizacion e infraestructura,1425.5763270202676,Área agropecuaria,,,,,,,False,False,False,False,False
10457,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2007,6.55,-75.68,5.0,2535.0,Urbanizacion e infraestructura,1439.9781854064986,Área agropecuaria,,,,,,,False,False,False,False,False
10458,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2007,6.55,-75.68,5.0,2238.0,Urbanizacion e infraestructura,1439.9781854064986,Área agropecuaria,,,,,,,False,False,False,False,False
10459,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2008,6.55,-75.68,6.0,3006.0,Urbanizacion e infraestructura,1427.6207939453177,Área agropecuaria,,,,,,,False,False,False,False,False
10460,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2008,6.55,-75.68,6.0,2955.0,Urbanizacion e infraestructura,1427.6207939453177,Área agropecuaria,,,,,,,False,False,False,False,False
10461,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2008,6.55,-75.68,6.0,2853.0,Urbanizacion e infraestructura,1427.6207939453177,Área agropecuaria,,,,,,,False,False,False,False,False
10462,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2009,6.55,-75.68,4.0,1974.0,Agricultura permanente,1433.1323921875048,Área agropecuaria,,,,,,,False,False,False,False,False
10463,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2009,6.55,-75.68,4.0,1857.0,Agricultura permanente,1433.1323921875048,Área agropecuaria,,,,,,,False,False,False,False,False
10464,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2010,6.55,-75.68,3.0,1514.0,Urbanizacion e infraestructura,1437.843910540772,Área agropecuaria,,,,,,,False,False,False,False,False
10465,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2011,6.55,-75.68,4.0,1895.0,Urbanizacion e infraestructura,1447.5337907348671,Área agropecuaria,,,,,,,False,False,False,False,False
10466,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2011,6.55,-75.68,4.0,1824.0,Urbanizacion e infraestructura,1447.5337907348671,Área agropecuaria,,,,,,,False,False,False,False,False
10467,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2011,6.55,-75.68,4.0,1675.0,Urbanizacion e infraestructura,1447.5337907348671,Área agropecuaria,,,,,,,False,False,False,False,False
10468,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2012,6.55,-75.68,4.0,1791.0,Urbanizacion e infraestructura,1451.2675621154826,Área agropecuaria,,,,,,,False,False,False,False,False
10469,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2012,6.55,-75.68,4.0,1690.0,Urbanizacion e infraestructura,1451.2675621154826,Área agropecuaria,,,,,,,False,False,False,False,False
10470,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2012,6.55,-75.68,4.0,1525.0,Urbanizacion e infraestructura,1451.2675621154826,Área agropecuaria,,,,,,,False,False,False,False,False
10471,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2013,6.55,-75.68,0.0,87.0,Agricultura permanente,1468.869409552005,Área agropecuaria,,,,,,,False,False,False,False,False
10472,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2013,6.55,-75.68,0.0,35.0,Agricultura permanente,1468.869409552005,Área agropecuaria,,,,,,,False,False,False,False,False
10473,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2014,6.55,-75.68,0.0,23.0,Urbanizacion e infraestructura,1458.2015619873064,Área agropecuaria,,,,,,,False,False,False,False,False
10474,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2014,6.55,-75.68,0.0,0.0,Urbanizacion e infraestructura,1458.2015619873064,Área agropecuaria,,,,,,,False,False,False,False,False
10475,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2015,6.55,-75.68,1.0,658.0,Urbanizacion e infraestructura,1450.8229815551808,Área agropecuaria,,,,,,,False,False,False,False,False
10476,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2015,6.55,-75.68,1.0,614.0,Urbanizacion e infraestructura,1450.8229815551808,Área agropecuaria,,,,,,,False,False,False,False,False
10477,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2015,6.55,-75.68,1.0,583.0,Urbanizacion e infraestructura,1450.8229815551808,Área agropecuaria,,,,,,,False,False,False,False,False
10478,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2016,6.55,-75.68,0.0,0.0,,1447.35587868653,Área agropecuaria,,,,,,,False,False,False,False,False
10479,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2017,6.55,-75.68,0.0,139.0,Urbanizacion e infraestructura,1449.489387927249,Área agropecuaria,,,,,,,False,False,False,False,False
10480,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2018,6.55,-75.68,0.0,35.0,Urbanizacion e infraestructura,1449.3116308227582,Área agropecuaria,,,,,,,False,False,False,False,False
10481,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2019,6.55,-75.68,0.0,266.0,Urbanizacion e infraestructura,1450.823014953615,Área agropecuaria,,,,,,,False,False,False,False,False
10482,Regional,GFW+MapBiomas,Colombia,Antioquia,Sabaneta,2020,6.55,-75.68,0.0,0.0,,1425.219887365735,Área agropecuaria,,,,,,,False,False,False,False,False
