id_registro,nivel_analisis,fuente_origen,pais,departamento,municipio,anio,latitud,longitud,area_perdida_bosque_ha,emisiones_co2_mg,driver_dominante,area_transformada_ha,clase_transformacion_dominante,num_focos_calor,frp_promedio,confianza_promedio_focos,porcentaje_area_forestal,area_forestal_ha,deforestacion_anual_ha_owid,es_agregado_regional,area_perdida_bosque_ha_atipico,emisiones_co2_mg_atipico,area_transformada_ha_atipico,num_focos_calor_atipico
1,Global,FAO_SDG,Afghanistan,,,2010,,,,,,,,,,,1.85,1209.44,,False,False,False,False,False
2,Global,FAO_SDG,Afghanistan,,,2015,,,,,,,,,,,1.85,1209.44,,False,False,False,False,False
3,Global,FAO_SDG,Afghanistan,,,2020,,,,,,,,,,,1.85,1209.44,,False,False,False,False,False
4,Global,FAO_SDG+OWID,Africa,,,2010,,,,,,,,,,,23.83,712895.24,4054850.0,True,False,False,False,False
5,Global,FAO_SDG+OWID,Africa,,,2015,,,,,,,,,,,23.13,692236.82,3251240.0,True,False,False,False,False
6,Global,FAO_SDG+OWID,Africa,,,2020,,,,,,,,,,,22.61,676859.43,3021250.0,True,False,False,False,False
7,Global,FAO_SDG,Albania,,,2010,,,,,,,,,,,28.54,782.07,,False,False,False,False,False
8,Global,FAO_SDG,Albania,,,2015,,,,,,,,,,,29.09,797.18,,False,False,False,False,False
9,Global,FAO_SDG,Albania,,,2020,,,,,,,,,,,34.34,941.0,,False,False,False,False,False
10,Global,FAO_SDG+OWID,Algeria,,,2010,,,,,,,,,,,0.71,1701.47,33790.0,False,False,False,False,False
11,Global,FAO_SDG+OWID,Algeria,,,2015,,,,,,,,,,,0.71,1698.1,11560.0,False,False,False,False,False
12,Global,FAO_SDG+OWID,Algeria,,,2020,,,,,,,,,,,0.71,1694.73,8670.0,False,False,False,False,False
13,Global,FAO_SDG,American Samoa,,,2010,,,,,,,,,,,80.95,16.19,,False,False,False,False,False
14,Global,FAO_SDG,American Samoa,,,2015,,,,,,,,,,,79.25,15.85,,False,False,False,False,False
15,Global,FAO_SDG,American Samoa,,,2020,,,,,,,,,,,79.25,15.85,,False,False,False,False,False
16,Global,FAO_SDG,Americas,,,2010,,,,,,,,,,,43.47,1680995.67,,True,False,False,False,False
17,Global,FAO_SDG,Americas,,,2015,,,,,,,,,,,43.15,1668360.22,,True,False,False,False,False
18,Global,FAO_SDG,Americas,,,2020,,,,,,,,,,,42.63,1648097.17,,True,False,False,False,False
19,Global,FAO_SDG,Andorra,,,2010,,,,,,,,,,,38.47,18.08,,False,False,False,False,False
20,Global,FAO_SDG,Andorra,,,2015,,,,,,,,,,,38.91,18.29,,False,False,False,False,False
21,Global,FAO_SDG,Andorra,,,2020,,,,,,,,,,,38.64,18.16,,False,False,False,False,False
22,Global,FAO_SDG+OWID,Angola,,,2010,,,,,,,,,,,56.88,70912.78,510440.0,False,False,False,False,False
23,Global,FAO_SDG+OWID,Angola,,,2015,,,,,,,,,,,54.83,68362.63,510440.0,False,False,False,False,False
24,Global,FAO_SDG+OWID,Angola,,,2020,,,,,,,,,,,52.79,65812.48,510440.0,False,False,False,False,False
25,Global,FAO_SDG,Anguilla,,,2010,,,,,,,,,,,61.11,5.5,,False,False,False,False,False
26,Global,FAO_SDG,Anguilla,,,2015,,,,,,,,,,,61.11,5.5,,False,False,False,False,False
27,Global,FAO_SDG,Anguilla,,,2020,,,,,,,,,,,61.11,5.5,,False,False,False,False,False
28,Global,FAO_SDG,Antigua and Barbuda,,,2010,,,,,,,,,,,19.95,8.78,,False,False,False,False,False
29,Global,FAO_SDG,Antigua and Barbuda,,,2015,,,,,,,,,,,19.2,8.45,,False,False,False,False,False
30,Global,FAO_SDG,Antigua and Barbuda,,,2020,,,,,,,,,,,18.45,8.12,,False,False,False,False,False
31,Global,FAO_SDG+OWID,Argentina,,,2010,,,,,,,,,,,18.17,49727.45,276100.0,False,False,False,False,False
32,Global,FAO_SDG+OWID,Argentina,,,2015,,,,,,,,,,,17.7,48444.02,191900.0,False,False,False,False,False
33,Global,FAO_SDG+OWID,Argentina,,,2020,,,,,,,,,,,17.36,47495.59,195300.0,False,False,False,False,False
34,Global,FAO_SDG,Armenia,,,2010,,,,,,,,,,,11.67,332.29,,False,False,False,False,False
35,Global,FAO_SDG,Armenia,,,2015,,,,,,,,,,,11.74,334.2,,False,False,False,False,False
36,Global,FAO_SDG,Armenia,,,2020,,,,,,,,,,,11.85,334.02,,False,False,False,False,False
37,Global,FAO_SDG,Aruba,,,2010,,,,,,,,,,,2.72,0.49,,False,False,False,False,False
38,Global,FAO_SDG,Aruba,,,2015,,,,,,,,,,,2.72,0.49,,False,False,False,False,False
39,Global,FAO_SDG,Aruba,,,2020,,,,,,,,,,,2.72,0.49,,False,False,False,False,False
40,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2010,,,,,,,,,,,5.18,2.02,,False,False,False,False,False
41,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2015,,,,,,,,,,,5.18,2.02,,False,False,False,False,False
42,Global,FAO_SDG,"Ascension, Saint Helena and Tristan da Cunha",,,2020,,,,,,,,,,,5.18,2.02,,False,False,False,False,False
43,Global,FAO_SDG+OWID,Asia,,,2010,,,,,,,,,,,19.46,605356.07,1806590.0,True,False,False,False,False
44,Global,FAO_SDG+OWID,Asia,,,2015,,,,,,,,,,,19.73,613785.62,1567390.0,True,False,False,False,False
45,Global,FAO_SDG+OWID,Asia,,,2020,,,,,,,,,,,20.06,623929.37,1016870.0,True,False,False,False,False
46,Global,FAO_SDG+OWID,Australia,,,2010,,,,,,,,,,,17.07,131171.14,441920.0,False,False,False,False,False
47,Global,FAO_SDG+OWID,Australia,,,2015,,,,,,,,,,,17.25,132507.52,447460.0,False,False,False,False,False
48,Global,FAO_SDG,Australia,,,2020,,,,,,,,,,,17.33,133291.13,,False,False,False,False,False
49,Global,FAO_SDG,Australia and New Zealand,,,2010,,,,,,,,,,,17.75,141019.75,,False,False,False,False,False
50,Global,FAO_SDG,Australia and New Zealand,,,2015,,,,,,,,,,,17.92,142354.62,,False,False,False,False,False
51,Global,FAO_SDG,Australia and New Zealand,,,2020,,,,,,,,,,,18.01,143256.91,,False,False,False,False,False
52,Global,FAO_SDG+OWID,Austria,,,2010,,,,,,,,,,,46.8,3861.64,5130.0,False,False,False,False,False
53,Global,FAO_SDG+OWID,Austria,,,2015,,,,,,,,,,,46.97,3875.73,5130.0,False,False,False,False,False
54,Global,FAO_SDG+OWID,Austria,,,2020,,,,,,,,,,,47.14,3889.82,5130.0,False,False,False,False,False
55,Global,FAO_SDG+OWID,Azerbaijan,,,2010,,,,,,,,,,,12.49,1032.49,81640.0,False,False,False,False,False
56,Global,FAO_SDG+OWID,Azerbaijan,,,2015,,,,,,,,,,,13.04,1077.89,89740.0,False,False,False,False,False
57,Global,FAO_SDG,Azerbaijan,,,2020,,,,,,,,,,,14.05,1161.19,,False,False,False,False,False
58,Global,FAO_SDG,Bahamas,,,2010,,,,,,,,,,,50.94,509.86,,False,False,False,False,False
59,Global,FAO_SDG,Bahamas,,,2015,,,,,,,,,,,50.94,509.86,,False,False,False,False,False
60,Global,FAO_SDG,Bahamas,,,2020,,,,,,,,,,,50.94,509.86,,False,False,False,False,False
61,Global,FAO_SDG+OWID,Bahrain,,,2010,,,,,,,,,,,1.8,1.37,0.0,False,False,False,False,False
62,Global,FAO_SDG+OWID,Bahrain,,,2015,,,,,,,,,,,1.76,1.37,0.0,False,False,False,False,False
63,Global,FAO_SDG+OWID,Bahrain,,,2020,,,,,,,,,,,2.51,1.97,0.0,False,False,False,False,False
64,Global,FAO_SDG+OWID,Bangladesh,,,2010,,,,,,,,,,,14.51,1888.24,18190.0,False,False,False,False,False
65,Global,FAO_SDG,Bangladesh,,,2015,,,,,,,,,,,14.47,1883.3,,False,False,False,False,False
66,Global,FAO_SDG,Bangladesh,,,2020,,,,,,,,,,,14.43,1878.36,,False,False,False,False,False
67,Global,FAO_SDG,Barbados,,,2010,,,,,,,,,,,14.65,6.3,,False,False,False,False,False
68,Global,FAO_SDG,Barbados,,,2015,,,,,,,,,,,14.65,6.3,,False,False,False,False,False
69,Global,FAO_SDG,Barbados,,,2020,,,,,,,,,,,14.65,6.3,,False,False,False,False,False
70,Global,FAO_SDG+OWID,Belarus,,,2010,,,,,,,,,,,42.53,8630.0,4100.0,False,False,False,False,False
71,Global,FAO_SDG+OWID,Belarus,,,2015,,,,,,,,,,,42.53,8633.5,3500.0,False,False,False,False,False
72,Global,FAO_SDG,Belarus,,,2020,,,,,,,,,,,43.57,8843.05,,False,False,False,False,False
73,Global,FAO_SDG+OWID,Belgium,,,2010,,,,,,,,,,,22.74,689.87,1810.0,False,False,False,False,False
74,Global,FAO_SDG+OWID,Belgium,,,2015,,,,,,,,,,,22.72,689.3,2470.0,False,False,False,False,False
75,Global,FAO_SDG,Belgium,,,2020,,,,,,,,,,,21.99,670.52,,False,False,False,False,False
76,Global,FAO_SDG+OWID,Belize,,,2010,,,,,,,,,,,62.61,1428.03,13120.0,False,False,False,False,False
77,Global,FAO_SDG+OWID,Belize,,,2015,,,,,,,,,,,60.95,1390.37,10190.0,False,False,False,False,False
78,Global,FAO_SDG,Belize,,,2020,,,,,,,,,,,59.3,1352.71,,False,False,False,False,False
79,Global,FAO_SDG+OWID,Benin,,,2010,,,,,,,,,,,37.82,4264.22,156090.0,False,False,False,False,False
80,Global,FAO_SDG+OWID,Benin,,,2015,,,,,,,,,,,31.1,3507.09,63420.0,False,False,False,False,False
81,Global,FAO_SDG+OWID,Benin,,,2020,,,,,,,,,,,29.44,3320.18,56160.0,False,False,False,False,False
82,Global,FAO_SDG,Bermuda,,,2010,,,,,,,,,,,14.44,0.78,,False,False,False,False,False
83,Global,FAO_SDG,Bermuda,,,2015,,,,,,,,,,,14.44,0.78,,False,False,False,False,False
84,Global,FAO_SDG,Bermuda,,,2020,,,,,,,,,,,14.44,0.78,,False,False,False,False,False
85,Global,FAO_SDG+OWID,Bhutan,,,2010,,,,,,,,,,,70.97,2705.29,340.0,False,False,False,False,False
86,Global,FAO_SDG+OWID,Bhutan,,,2015,,,,,,,,,,,71.23,2715.18,430.0,False,False,False,False,False
87,Global,FAO_SDG+OWID,Bhutan,,,2020,,,,,,,,,,,71.24,2717.16,8480.0,False,False,False,False,False
88,Global,FAO_SDG,Bolivia (Plurinational State of),,,2010,,,,,,,,,,,53.08,57499.75,,False,False,False,False,False
89,Global,FAO_SDG,Bolivia (Plurinational State of),,,2015,,,,,,,,,,,52.33,56687.18,,False,False,False,False,False
90,Global,FAO_SDG,Bolivia (Plurinational State of),,,2020,,,,,,,,,,,51.3,55569.07,,False,False,False,False,False
91,Global,FAO_SDG,"Bonaire, Sint Eustatius and Saba",,,2010,,,,,,,,,,,13.07,4.21,,False,False,False,False,False
92,Global,FAO_SDG,"Bonaire, Sint Eustatius and Saba",,,2015,,,,,,,,,,,13.07,4.21,,False,False,False,False,False
93,Global,FAO_SDG,"Bonaire, Sint Eustatius and Saba",,,2020,,,,,,,,,,,13.07,4.21,,False,False,False,False,False
94,Global,FAO_SDG,Bosnia and Herzegovina,,,2010,,,,,,,,,,,41.07,2102.66,,False,False,False,False,False
95,Global,FAO_SDG,Bosnia and Herzegovina,,,2015,,,,,,,,,,,42.2,2160.5,,False,False,False,False,False
96,Global,FAO_SDG,Bosnia and Herzegovina,,,2020,,,,,,,,,,,42.13,2156.88,,False,False,False,False,False
97,Global,FAO_SDG,Botswana,,,2010,,,,,,,,,,,27.75,15727.9,,False,False,False,False,False
98,Global,FAO_SDG,Botswana,,,2015,,,,,,,,,,,27.75,15727.9,,False,False,False,False,False
99,Global,FAO_SDG,Botswana,,,2020,,,,,,,,,,,27.76,15730.2,,False,False,False,False,False
100,Global,FAO_SDG,Bouvet Island,,,2010,,,,,,,,,,,,,,False,False,False,False,False
101,Global,FAO_SDG,Bouvet Island,,,2015,,,,,,,,,,,,,,False,False,False,False,False
102,Global,FAO_SDG,Bouvet Island,,,2020,,,,,,,,,,,,,,False,False,False,False,False
103,Global,FAO_SDG+OWID,Brazil,,,2010,,,,,,,,,,,62.82,525087.44,1915700.0,False,False,False,False,False
104,Global,FAO_SDG+OWID,Brazil,,,2015,,,,,,,,,,,61.68,515508.93,2628410.0,False,False,False,False,False
105,Global,FAO_SDG+OWID,Brazil,,,2020,,,,,,,,,,,60.11,502366.88,3256050.0,False,False,False,False,False
106,Global,FAO_SDG,British Virgin Islands,,,2010,,,,,,,,,,,66.53,9.98,,False,False,False,False,False
107,Global,FAO_SDG,British Virgin Islands,,,2015,,,,,,,,,,,66.47,9.97,,False,False,False,False,False
108,Global,FAO_SDG,British Virgin Islands,,,2020,,,,,,,,,,,66.47,9.97,,False,False,False,False,False
109,Global,FAO_SDG,Brunei Darussalam,,,2010,,,,,,,,,,,72.11,380.0,,False,False,False,False,False
110,Global,FAO_SDG,Brunei Darussalam,,,2015,,,,,,,,,,,72.11,380.0,,False,False,False,False,False
111,Global,FAO_SDG,Brunei Darussalam,,,2020,,,,,,,,,,,72.11,380.0,,False,False,False,False,False
112,Global,FAO_SDG+OWID,Bulgaria,,,2010,,,,,,,,,,,34.42,3737.0,0.0,False,False,False,False,False
113,Global,FAO_SDG+OWID,Bulgaria,,,2015,,,,,,,,,,,35.31,3833.0,0.0,False,False,False,False,False
114,Global,FAO_SDG+OWID,Bulgaria,,,2020,,,,,,,,,,,35.89,3896.0,0.0,False,False,False,False,False
115,Global,FAO_SDG+OWID,Burkina Faso,,,2010,,,,,,,,,,,18.4,5034.87,129460.0,False,False,False,False,False
116,Global,FAO_SDG+OWID,Burkina Faso,,,2015,,,,,,,,,,,16.21,4435.57,128369.0,False,False,False,False,False
117,Global,FAO_SDG+OWID,Burkina Faso,,,2020,,,,,,,,,,,14.02,3836.27,127910.0,False,False,False,False,False
118,Global,FAO_SDG,Burundi,,,2010,,,,,,,,,,,7.55,193.94,,False,False,False,False,False
119,Global,FAO_SDG,Burundi,,,2015,,,,,,,,,,,10.89,279.64,,False,False,False,False,False
120,Global,FAO_SDG,Burundi,,,2020,,,,,,,,,,,10.89,279.64,,False,False,False,False,False
121,Global,FAO_SDG,Cabo Verde,,,2010,,,,,,,,,,,10.5,42.3,,False,False,False,False,False
122,Global,FAO_SDG,Cabo Verde,,,2015,,,,,,,,,,,11.13,44.86,,False,False,False,False,False
123,Global,FAO_SDG,Cabo Verde,,,2020,,,,,,,,,,,11.9,47.96,,False,False,False,False,False
124,Global,FAO_SDG,Cambodia,,,2010,,,,,,,,,,,59.99,10589.23,,False,False,False,False,False
125,Global,FAO_SDG,Cambodia,,,2015,,,,,,,,,,,50.12,8846.82,,False,False,False,False,False
126,Global,FAO_SDG,Cambodia,,,2020,,,,,,,,,,,44.62,7876.84,,False,False,False,False,False
127,Global,FAO_SDG+OWID,Cameroon,,,2010,,,,,,,,,,,44.21,20900.48,58000.0,False,False,False,False,False
128,Global,FAO_SDG+OWID,Cameroon,,,2015,,,,,,,,,,,43.62,20620.48,180500.0,False,False,False,False,False
129,Global,FAO_SDG+OWID,Cameroon,,,2020,,,,,,,,,,,41.73,19728.0,118960.0,False,False,False,False,False
130,Global,FAO_SDG+OWID,Canada,,,2010,,,,,,,,,,,40.76,365431.1,48190.0,False,False,False,False,False
131,Global,FAO_SDG+OWID,Canada,,,2015,,,,,,,,,,,41.05,367994.14,55640.0,False,False,False,False,False
132,Global,FAO_SDG+OWID,Canada,,,2020,,,,,,,,,,,41.14,368867.93,50520.0,False,False,False,False,False
133,Global,FAO_SDG,Caribbean,,,2010,,,,,,,,,,,35.0,7911.73,,False,False,False,False,False
134,Global,FAO_SDG,Caribbean,,,2015,,,,,,,,,,,36.94,8261.39,,False,False,False,False,False
135,Global,FAO_SDG,Caribbean,,,2020,,,,,,,,,,,37.64,8402.15,,False,False,False,False,False
136,Global,FAO_SDG+OWID,Cayman Islands,,,2010,,,,,,,,,,,53.0,12.72,0.0,False,False,False,False,False
137,Global,FAO_SDG+OWID,Cayman Islands,,,2015,,,,,,,,,,,53.0,12.72,0.0,False,False,False,False,False
138,Global,FAO_SDG+OWID,Cayman Islands,,,2020,,,,,,,,,,,53.0,12.72,0.0,False,False,False,False,False
139,Global,FAO_SDG+OWID,Central African Republic,,,2010,,,,,,,,,,,73.41,45735.07,34990.0,False,False,False,False,False
140,Global,FAO_SDG+OWID,Central African Republic,,,2015,,,,,,,,,,,73.13,45560.11,46520.0,False,False,False,False,False
141,Global,FAO_SDG+OWID,Central African Republic,,,2020,,,,,,,,,,,72.76,45327.49,46520.0,False,False,False,False,False
142,Global,FAO_SDG,Central America,,,2010,,,,,,,,,,,38.1,93430.21,,False,False,False,False,False
143,Global,FAO_SDG,Central America,,,2015,,,,,,,,,,,37.69,92409.46,,False,False,False,False,False
144,Global,FAO_SDG,Central America,,,2020,,,,,,,,,,,37.17,91144.88,,False,False,False,False,False
145,Global,FAO_SDG,Central Asia,,,2010,,,,,,,,,,,2.64,10398.62,,False,False,False,False,False
146,Global,FAO_SDG,Central Asia,,,2015,,,,,,,,,,,2.75,10856.6,,False,False,False,False,False
147,Global,FAO_SDG,Central Asia,,,2020,,,,,,,,,,,2.83,11148.17,,False,False,False,False,False
148,Global,FAO_SDG,Central Asia and Southern Asia,,,2010,,,,,,,,,,,10.43,107856.03,,False,False,False,False,False
149,Global,FAO_SDG,Central Asia and Southern Asia,,,2015,,,,,,,,,,,10.59,109481.99,,False,False,False,False,False
150,Global,FAO_SDG,Central Asia and Southern Asia,,,2020,,,,,,,,,,,10.78,111434.14,,False,False,False,False,False
151,Global,FAO_SDG+OWID,Chad,,,2010,,,,,,,,,,,4.39,5530.04,128220.0,False,False,False,False,False
152,Global,FAO_SDG+OWID,Chad,,,2015,,,,,,,,,,,3.88,4890.46,128210.0,False,False,False,False,False
153,Global,FAO_SDG+OWID,Chad,,,2020,,,,,,,,,,,3.38,4250.89,128210.0,False,False,False,False,False
154,Global,FAO_SDG,Chagos Archipelago,,,2010,,,,,,,,,,,,,,False,False,False,False,False
155,Global,FAO_SDG,Chagos Archipelago,,,2015,,,,,,,,,,,,,,False,False,False,False,False
156,Global,FAO_SDG,Chagos Archipelago,,,2020,,,,,,,,,,,,,,False,False,False,False,False
157,Global,FAO_SDG,Channel Islands,,,2010,,,,,,,,,,,,,,False,False,False,False,False
158,Global,FAO_SDG,Channel Islands,,,2015,,,,,,,,,,,,,,False,False,False,False,False
159,Global,FAO_SDG,Channel Islands,,,2020,,,,,,,,,,,,,,False,False,False,False,False
160,Global,FAO_SDG+OWID,Chile,,,2010,,,,,,,,,,,24.26,18038.22,11270.0,False,False,False,False,False
161,Global,FAO_SDG+OWID,Chile,,,2015,,,,,,,,,,,24.56,18217.09,9400.0,False,False,False,False,False
162,Global,FAO_SDG+OWID,Chile,,,2020,,,,,,,,,,,24.48,18186.32,11030.0,False,False,False,False,False
163,Global,FAO_SDG+OWID,China,,,2010,,,,,,,,,,,21.29,200610.38,329970.0,False,False,False,False,False
164,Global,FAO_SDG+OWID,China,,,2015,,,,,,,,,,,22.31,210294.25,333870.0,False,False,False,False,False
165,Global,FAO_SDG+OWID,China,,,2020,,,,,,,,,,,23.25,219098.0,274000.0,False,False,False,False,False
166,Global,FAO_SDG,"China, Hong Kong SAR",,,2010,,,,,,,,,,,,,,False,False,False,False,False
167,Global,FAO_SDG,"China, Hong Kong SAR",,,2015,,,,,,,,,,,,,,False,False,False,False,False
168,Global,FAO_SDG,"China, Hong Kong SAR",,,2020,,,,,,,,,,,,,,False,False,False,False,False
169,Global,FAO_SDG,"China, Macao SAR",,,2010,,,,,,,,,,,,,,False,False,False,False,False
170,Global,FAO_SDG,"China, Macao SAR",,,2015,,,,,,,,,,,,,,False,False,False,False,False
171,Global,FAO_SDG,"China, Macao SAR",,,2020,,,,,,,,,,,,,,False,False,False,False,False
172,Global,FAO_SDG,Christmas Island,,,2010,,,,,,,,,,,,,,False,False,False,False,False
173,Global,FAO_SDG,Christmas Island,,,2015,,,,,,,,,,,,,,False,False,False,False,False
174,Global,FAO_SDG,Christmas Island,,,2020,,,,,,,,,,,,,,False,False,False,False,False
175,Global,FAO_SDG,Cocos (Keeling) Islands,,,2010,,,,,,,,,,,,,,False,False,False,False,False
176,Global,FAO_SDG,Cocos (Keeling) Islands,,,2015,,,,,,,,,,,,,,False,False,False,False,False
177,Global,FAO_SDG,Cocos (Keeling) Islands,,,2020,,,,,,,,,,,,,,False,False,False,False,False
178,Global,GFW,Colombia,,,2001,,,229961.0,118702130.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
179,Global,GFW,Colombia,,,2001,,,229961.0,117271997.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
180,Global,GFW,Colombia,,,2001,,,229961.0,111254333.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
181,Global,GFW,Colombia,,,2002,,,182233.0,100687420.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
182,Global,GFW,Colombia,,,2002,,,182233.0,99843916.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
183,Global,GFW,Colombia,,,2002,,,182233.0,96234305.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
184,Global,GFW,Colombia,,,2003,,,122399.0,62409959.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
185,Global,GFW,Colombia,,,2003,,,122399.0,61443075.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
186,Global,GFW,Colombia,,,2003,,,122399.0,57307828.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
187,Global,GFW,Colombia,,,2004,,,253865.0,137023803.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
188,Global,GFW,Colombia,,,2004,,,253865.0,135511047.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
189,Global,GFW,Colombia,,,2004,,,253865.0,129148108.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
190,Global,GFW,Colombia,,,2005,,,188691.0,102540767.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
191,Global,GFW,Colombia,,,2005,,,188691.0,101341707.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
192,Global,GFW,Colombia,,,2005,,,188691.0,96500212.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
193,Global,GFW,Colombia,,,2006,,,189898.0,101703042.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
194,Global,GFW,Colombia,,,2006,,,189898.0,100339826.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
195,Global,GFW,Colombia,,,2006,,,189898.0,95100981.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
196,Global,GFW,Colombia,,,2007,,,269029.0,148442582.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
197,Global,GFW,Colombia,,,2007,,,269029.0,146482956.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
198,Global,GFW,Colombia,,,2007,,,269029.0,139303973.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
199,Global,GFW,Colombia,,,2008,,,231748.0,129920624.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
200,Global,GFW,Colombia,,,2008,,,231748.0,128422793.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
201,Global,GFW,Colombia,,,2008,,,231748.0,122529441.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
202,Global,GFW,Colombia,,,2009,,,237718.0,129572433.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
203,Global,GFW,Colombia,,,2009,,,237718.0,127590228.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
204,Global,GFW,Colombia,,,2009,,,237718.0,120585785.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
205,Global,GFW+FAO_SDG+OWID,Colombia,,,2010,,,196988.0,112728740.0,Agricultura permanente,,,,,,55.37,61431.74,103170.0,False,True,True,False,False
206,Global,GFW+FAO_SDG+OWID,Colombia,,,2010,,,196988.0,111521871.0,Agricultura permanente,,,,,,55.37,61431.74,103170.0,False,True,True,False,False
207,Global,GFW+FAO_SDG+OWID,Colombia,,,2010,,,196988.0,107432920.0,Agricultura permanente,,,,,,55.37,61431.74,103170.0,False,True,True,False,False
208,Global,GFW,Colombia,,,2011,,,189802.0,108946573.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
209,Global,GFW,Colombia,,,2011,,,189802.0,107816677.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
210,Global,GFW,Colombia,,,2011,,,189802.0,103931677.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
211,Global,GFW,Colombia,,,2012,,,227584.0,128398786.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
212,Global,GFW,Colombia,,,2012,,,227584.0,126358206.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
213,Global,GFW,Colombia,,,2012,,,227584.0,119993693.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
214,Global,GFW,Colombia,,,2013,,,138866.0,80377996.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
215,Global,GFW,Colombia,,,2013,,,138866.0,79150566.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
216,Global,GFW,Colombia,,,2013,,,138866.0,76045247.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
217,Global,GFW,Colombia,,,2014,,,202029.0,115300643.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
218,Global,GFW,Colombia,,,2014,,,202029.0,112951101.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
219,Global,GFW,Colombia,,,2014,,,202029.0,107197513.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
220,Global,GFW+FAO_SDG+OWID,Colombia,,,2015,,,140923.0,81023426.0,Agricultura permanente,,,,,,54.95,60963.76,183870.0,False,True,True,False,False
221,Global,GFW+FAO_SDG+OWID,Colombia,,,2015,,,140923.0,79430511.0,Agricultura permanente,,,,,,54.95,60963.76,183870.0,False,True,True,False,False
222,Global,GFW+FAO_SDG+OWID,Colombia,,,2015,,,140923.0,75031018.0,Agricultura permanente,,,,,,54.95,60963.76,183870.0,False,True,True,False,False
223,Global,GFW,Colombia,,,2016,,,290868.0,169915543.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
224,Global,GFW,Colombia,,,2016,,,290868.0,166598123.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
225,Global,GFW,Colombia,,,2016,,,290868.0,157212241.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
226,Global,GFW,Colombia,,,2017,,,424642.0,243821901.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
227,Global,GFW,Colombia,,,2017,,,424642.0,238726552.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
228,Global,GFW,Colombia,,,2017,,,424642.0,224867050.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
229,Global,GFW,Colombia,,,2018,,,352219.0,207353148.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
230,Global,GFW,Colombia,,,2018,,,352219.0,203602488.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
231,Global,GFW,Colombia,,,2018,,,352219.0,194113647.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
232,Global,GFW,Colombia,,,2019,,,268477.0,154538499.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
233,Global,GFW,Colombia,,,2019,,,268477.0,150930156.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
234,Global,GFW,Colombia,,,2019,,,268477.0,142043371.0,Agricultura permanente,,,,,,,,,False,True,True,False,False
235,Global,GFW+FAO_SDG+OWID,Colombia,,,2020,,,324203.0,194107019.0,Agricultura permanente,,,,,,54.19,60123.28,133420.0,False,True,True,False,False
236,Global,GFW+FAO_SDG+OWID,Colombia,,,2020,,,324203.0,190077334.0,Agricultura permanente,,,,,,54.19,60123.28,133420.0,False,True,True,False,False
